L1	L2	species	specimen	oligoID	nSpeciesPerOligo
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium HuCB40	Uncultured bacterium clone Eldhufec168	HIT 6761	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium HuCB40	uncultured bacterium HuCB40	HIT 1852	4
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium HuCB40	uncultured bacterium HuCB40	HIT 2190	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium HuCB40	uncultured bacterium HuCB40	HIT 2870	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium HuCB40	uncultured bacterium HuCB40	HIT 2871	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium HuCB40	uncultured bacterium HuCB40	HIT 2873	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium HuCB40	uncultured bacterium HuCB40	HIT 6761	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium MG71	uncultured bacterium MG71	HIT 4531	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium MG71	uncultured bacterium MG71	HIT 4532	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium MG71	uncultured bacterium MG71	HIT 4533	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium MG71	uncultured bacterium MG71	HIT 4534	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium MG71	uncultured bacterium MG71	HIT 4535	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium MG71	uncultured bacterium MG71	HIT 4536	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium OLDA-D12	uncultured bacterium OLDA-D12	HIT 3709	3
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium OLDA-D12	uncultured bacterium OLDA-D12	HIT 3710	3
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium OLDA-D12	uncultured bacterium OLDA-D12	HIT 3711	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium OLDA-D12	uncultured bacterium OLDA-D12	HIT 4514	3
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured bacterium OLDA-D12	uncultured bacterium OLDA-D12	HIT 4515	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured Gram-positive bacterium NB5D7	uncultured Gram-positive bacterium NB5D7	HIT 3433	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured Gram-positive bacterium NB5D7	uncultured Gram-positive bacterium NB5D7	HIT 3434	1
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured Gram-positive bacterium NB5D7	uncultured Gram-positive bacterium NB5D7	HIT 3435	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured Gram-positive bacterium NB5D7	uncultured Gram-positive bacterium NB5D7	HIT 4179	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured Gram-positive bacterium NS4A6	uncultured bacterium OLDA-B5	HIT 3655	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured Gram-positive bacterium NS4A6	uncultured bacterium OLDA-B5	HIT 3656	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured Gram-positive bacterium NS4A6	uncultured bacterium OLDA-B5	HIT 3657	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured Gram-positive bacterium NS4A6	uncultured bacterium OLDA-B5	HIT 4503	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured Gram-positive bacterium NS4A6	uncultured Gram-positive bacterium NS4A6	HIT 3655	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured Gram-positive bacterium NS4A6	uncultured Gram-positive bacterium NS4A6	HIT 3656	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured Gram-positive bacterium NS4A6	uncultured Gram-positive bacterium NS4A6	HIT 3657	2
Clostridium cluster XIVa	Butyrivibrio crossotus et rel.	uncultured Gram-positive bacterium NS4A6	uncultured Gram-positive bacterium NS4A6	HIT 4503	2
Clostridium cluster XIVa	Clostridium colinum et rel.	Uncultured bacterium clone Eldhufec141	Uncultured bacterium clone Eldhufec141	HIT 4564	2
Clostridium cluster XIVa	Clostridium colinum et rel.	Uncultured bacterium clone Eldhufec141	Uncultured bacterium clone Eldhufec141	HIT 4566	2
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured bacterium G075	uncultured bacterium G075	HIT 4537	1
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured bacterium G075	uncultured bacterium G075	HIT 4539	1
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured bacterium G075	uncultured bacterium G075	HIT 4540	1
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured bacterium G075	uncultured bacterium G075	HIT 4541	1
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured bacterium G075	uncultured bacterium G075	HIT 4542	1
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured bacterium HuDI23	uncultured bacterium HuDI23	HIT 3062	3
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured bacterium HuDI23	uncultured bacterium HuDI23	HIT 3457	2
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured bacterium HuDI23	uncultured bacterium HuDI23	HIT 3459	2
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured bacterium HuDI72	uncultured bacterium HuDI72	HIT 3752	2
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured bacterium HuDI72	uncultured bacterium HuDI72	HIT 3753	2
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured bacterium K305	uncultured bacterium K305	HIT 2104	10
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured bacterium K305	uncultured bacterium K305	HIT 4544	1
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured bacterium K305	uncultured bacterium K305	HIT 4545	1
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured bacterium K305	uncultured bacterium K305	HIT 4547	1
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured bacterium K305	uncultured bacterium K305	HIT 4548	1
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured bacterium K305	uncultured bacterium K305	HIT 718	12
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured bacterium NK21	uncultured bacterium NK21	HIT 1822	4
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured bacterium NK21	uncultured bacterium NK21	HIT 4549	1
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured bacterium NK21	uncultured bacterium NK21	HIT 4550	1
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured bacterium NK21	uncultured bacterium NK21	HIT 4551	1
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured bacterium NK21	uncultured bacterium NK21	HIT 4552	4
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured bacterium NK21	uncultured bacterium NK21	HIT 4553	1
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured bacterium NK21	uncultured bacterium NK21	HIT 4554	1
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured bacterium OLDA-G4	uncultured bacterium OLDA-G4	HIT 3752	2
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured bacterium OLDA-G4	uncultured bacterium OLDA-G4	HIT 3753	2
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured Clostridium sp. NO1D1	uncultured Clostridium sp. NO1D1	HIT 3062	3
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured Clostridium sp. NO1D1	uncultured Clostridium sp. NO1D1	HIT 3457	2
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured Clostridium sp. NO1D1	uncultured Clostridium sp. NO1D1	HIT 3459	2
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured human gut bacterium JW1F1	uncultured human gut bacterium JW1F1	HIT 3061	1
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured human gut bacterium JW1F1	uncultured human gut bacterium JW1F1	HIT 3062	3
Clostridium cluster XIVa	Clostridium colinum et rel.	uncultured human gut bacterium JW1F1	uncultured human gut bacterium JW1F1	HIT 3063	1
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	butyrate-producing bacterium A2-231	HIT 2296	12
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	butyrate-producing bacterium A2-231	HIT 2298	4
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	butyrate-producing bacterium A2-231	HIT 2446	14
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	butyrate-producing bacterium A2-231	HIT 2447	2
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	butyrate-producing bacterium A2-231	HIT 4254	4
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	butyrate-producing bacterium A2-232	HIT 2296	12
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	butyrate-producing bacterium A2-232	HIT 2298	4
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	butyrate-producing bacterium A2-232	HIT 2446	14
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	butyrate-producing bacterium A2-232	HIT 2447	2
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	butyrate-producing bacterium A2-232	HIT 4254	4
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	butyrate-producing bacterium SL7/1	HIT 1913	1
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	butyrate-producing bacterium SL7/1	HIT 2296	12
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	butyrate-producing bacterium SL7/1	HIT 2298	4
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	butyrate-producing bacterium SL7/1	HIT 2446	14
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	butyrate-producing bacterium SL7/1	HIT 4254	4
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	Uncultured bacterium clone Eldhufec179	HIT 1913	1
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	Uncultured bacterium clone Eldhufec179	HIT 2296	12
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	Uncultured bacterium clone Eldhufec179	HIT 2298	4
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	Uncultured bacterium clone Eldhufec179	HIT 2446	14
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	Uncultured bacterium clone Eldhufec179	HIT 4254	4
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	uncultured bacterium Y019	HIT 2296	12
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	uncultured bacterium Y019	HIT 2298	4
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	uncultured bacterium Y019	HIT 2446	14
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	uncultured bacterium Y019	HIT 2447	2
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	uncultured bacterium Y019	HIT 4254	4
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium ABLCf89	uncultured bacterium ABLCf89	HIT 1909	1
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium ABLCf89	uncultured bacterium ABLCf89	HIT 1910	2
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium ABLCf89	uncultured bacterium ABLCf89	HIT 1911	2
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium cadhufec18g03	uncultured bacterium cadhufec18g03	HIT 2296	12
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium cadhufec18g03	uncultured bacterium cadhufec18g03	HIT 2298	4
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium cadhufec18g03	uncultured bacterium cadhufec18g03	HIT 2446	14
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium cadhufec18g03	uncultured bacterium cadhufec18g03	HIT 2447	2
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium cadhufec18g03	uncultured bacterium cadhufec18g03	HIT 4254	4
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium cadhufec20a04	uncultured bacterium cadhufec20a04	HIT 2002	18
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium cadhufec20a04	uncultured bacterium cadhufec20a04	HIT 2488	18
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium cadhufec20a04	uncultured bacterium cadhufec20a04	HIT 2489	1
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium cadhufec20a04	uncultured bacterium cadhufec20a04	HIT 2490	3
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium cadhufec20a04	uncultured bacterium cadhufec20a04	HIT 640	18
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium LCTI34	uncultured bacterium ABLC1	HIT 1771	2
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium LCTI34	uncultured bacterium ABLC1	HIT 1772	1
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium LCTI34	uncultured bacterium ABLC1	HIT 1773	1
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium LCTI34	uncultured bacterium LCLC1	HIT 1771	2
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium LCTI34	uncultured bacterium LCTI34	HIT 1771	2
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium LCTI34	uncultured bacterium LCTI6	HIT 1771	2
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured Gram-positive bacterium NB4C3	uncultured bacterium OLDA-F10	HIT 3721	1
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured Gram-positive bacterium NB4C3	uncultured bacterium OLDA-F10	HIT 3722	1
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured Gram-positive bacterium NB4C3	uncultured bacterium OLDA-F10	HIT 3723	1
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured Gram-positive bacterium NB4C3	uncultured Gram-positive bacterium NB4C3	HIT 1771	2
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured Gram-positive bacterium NO2-48	uncultured bacterium LCRC24	HIT 3199	1
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured Gram-positive bacterium NO2-48	uncultured bacterium LCRC24	HIT 3200	1
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured Gram-positive bacterium NO2-48	uncultured bacterium LCRC24	HIT 3201	1
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured Gram-positive bacterium NO2-48	uncultured Gram-positive bacterium NO2-48	HIT 3199	1
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured Gram-positive bacterium NO2-48	uncultured Gram-positive bacterium NO2-48	HIT 3200	1
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured Gram-positive bacterium NO2-48	uncultured Gram-positive bacterium NO2-48	HIT 3201	1
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured Gram-positive bacterium NO81	uncultured Gram-positive bacterium NO81	HIT 1910	2
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured Gram-positive bacterium NO81	uncultured Gram-positive bacterium NO81	HIT 1911	2
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A21	bacterium A21	HIT 1735	4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A21	bacterium A21	HIT 1736	2
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A21	bacterium A21	HIT 1737	2
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A21	bacterium A21	HIT 1753	4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	bacterium A54	HIT 1735	4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	bacterium A54	HIT 1753	4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	bacterium A54	HIT 1754	2
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	bacterium A54	HIT 1755	3
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	bacterium A54	HIT 1756	3
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	bacterium A54	HIT 1757	2
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	bacterium A54	HIT 1758	9
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	bacterium A54	HIT 2016	7
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	bacterium A54	HIT 4488	7
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	bacterium adhufec217	HIT 1755	3
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	bacterium adhufec217	HIT 1756	3
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	bacterium adhufec217	HIT 1757	2
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	bacterium adhufec217	HIT 1758	9
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	bacterium adhufec217	HIT 2011	3
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	bacterium adhufec217	HIT 2012	3
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	bacterium adhufec217	HIT 2016	7
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	bacterium adhufec217	HIT 4488	7
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	human intestinal firmicute CO10	HIT 1735	4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	human intestinal firmicute CO10	HIT 1753	4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	human intestinal firmicute CO10	HIT 1754	2
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	human intestinal firmicute CO10	HIT 1755	3
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	uncultured bacterium cadhufec18d04	HIT 1756	3
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	uncultured bacterium cadhufec18d04	HIT 1758	9
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	uncultured bacterium cadhufec18d04	HIT 2016	7
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	uncultured bacterium cadhufec18d04	HIT 2429	1
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	uncultured bacterium cadhufec18d04	HIT 4488	7
